	GSM2692159	GSM2692160	GSM2692161	GSM2692162	GSM2692163	GSM2692164
DGKQ	9.96102449078738	9.91954407376754	10.0357706176628	11.6124919404845	11.6460891174638	11.5914101759432
ZNF841	10.9587691255064	11.021395156855	11.0508412451794	10.5279278081223	10.5494659788879	10.6549159098717
LOC100419583	9.95330919732726	10.3244509181941	9.93547969559307	11.7250846874464	11.4130693127236	11.4090307540104
LRBA	10.8993781905587	10.8427534447915	10.7938554779867	10.7355075256968	10.8498143241486	10.6389048115704
LRP1	11.6940975753313	11.8146364827831	11.8754486405026	9.97507191890076	9.64841639243161	9.74868055587065
C11orf95	10.4444538305456	10.4713762447275	10.488753214179	11.375379668177	11.0419526529604	10.9334907021384
GLI3	9.48516506451965	9.60146663691528	9.72084332326984	12.0962310287154	11.9642886367555	11.883451345524
EID2	10.3889050727536	10.646971728759	10.6016545002418	10.8916644509391	10.9413154299953	11.2802662743633
B9D1	11.6106497899947	11.5964395747963	11.5839591199933	10.0220442199633	10.0466693549042	9.89054543709341
PRR5L	11.7718974525078	11.9713380140018	11.9385139356315	10.0367877115167	9.39084293340854	9.64049317432733
ACAD8	10.408417363164	10.4678412171267	10.3878217043683	11.3632428269917	11.0375707413044	11.0847476224059
MID2	11.0298100363552	11.007890291929	10.8857629661836	10.5415858080625	10.6864805766213	10.5974940086715
ABHD14A	11.0541930797374	11.0567447590575	11.1853443380771	10.5678110539906	10.5633096443944	10.3204049046101
NDUFV3	11.0990173757282	11.1471373044488	11.1780504948775	10.4301534668852	10.526201436635	10.3634066129003
HMGA1P7	10.7820961706646	10.7974403129461	10.8315384615608	10.8599486539893	10.6811577542013	10.7895136988264
MIS18BP1	11.2185198555003	11.3422433483767	11.1117773567909	10.4684511342442	10.2503465649771	10.3487583278897
RP11-138A9.1	10.2785071220845	10.6133310794229	10.5418954642732	11.3550381785094	10.8647492787967	11.0855593334081
EPS15	10.8161021240485	10.2783931641374	10.7918703797655	10.7665929126234	11.2839361466884	10.7999369530964
CLDN12	10.4269698926454	10.356048551256	10.242388057128	11.4490494751725	11.0994035759986	11.1513471479111
OR10G8	11.3772300082672	10.6553257690569	10.6211244984641	10.850836760616	10.5675252240579	10.6470831552174
RP11-407A16.3	11.3664460049203	11.482976325258	11.3653590312468	9.96255088289898	10.2601395779462	10.2735913379431
BNC2	8.63301642089634	8.49712500158916	8.63449809107794	13.061339972551	12.978078744011	12.9027251911306
SLC37A3	9.65972198528061	9.86615479713802	9.78198212237498	11.8378442076923	11.5881886747229	11.9707217084361
TP53I13	10.3070663526931	10.3397309901065	10.3942837523499	11.1669534745921	11.3097283035309	11.1844840029095
TRIM45	10.5753525808883	10.5923512376212	10.5686640340023	11.0047577298408	11.0449630915383	10.9141627324192
BCL2L15	12.3752718311291	11.9692882864756	10.5805211652964	8.94868950183687	9.96228505761039	10.8626690416194
PTGES3L-AARSD1	10.6026517641991	10.8432891660858	10.7535477890899	11.1917248986289	10.5798919851417	10.7224862799232
RPL23AP7	10.5061024097225	10.5991990807516	10.5083446356613	11.0327725567004	10.9229925266544	11.1218287157691
ZBED5-AS1	11.5681527743379	11.3161210877815	11.2872125735734	9.59958581367681	10.5194480586252	10.3994928532343
C17orf59	10.5008545210878	10.5289580217999	10.6042089752886	10.9702547122842	10.9122192981792	11.1714062443474
SLC7A2	10.8370192605831	10.7830722438049	10.8612573494409	11.1147159822007	10.4618243698678	10.6220035606832
KLHL18	10.1319386257662	10.2036659445379	10.356860625863	11.2397877169313	11.2569562839579	11.4898902736062
RP11-140K17.3	10.9089009668604	10.9789306251768	10.9381043062519	10.4406425332111	10.6832762378592	10.7269945279865
OBFC1	9.93458515994155	10.0557166721532	10.1838073835549	11.4833453974552	11.6474524101912	11.3680742641406
C2CD2	11.0336563563681	11.079039484577	11.0986570976898	10.7656796929982	10.4878363205865	10.2067937044162
RP11-805F19.2	10.7056715108631	10.8077001978864	10.9422337698665	10.5889204354027	10.915986388315	10.7074438690869
WRN	10.4892124249246	10.4593247910384	10.6065620625544	11.1794330773862	10.888257833841	11.0445505031461
KLHL8	10.5846332057269	10.792986668408	10.7541942437344	11.0038097388144	10.6549459398917	10.8756188051585
CSF3R	11.0184947738649	10.9533920237171	10.9141627324192	9.63764645150707	10.9705518002524	11.1648538714697
LOC100132352	10.7421919725126	10.9236542423644	10.6700388066852	10.9763701813795	10.8448318683467	10.4867005098681
U2SURP	11.1884791087316	11.1380657555076	11.0811052221672	10.4385018671985	10.4693855723199	10.3274731458389
CLTCL1	11.5023269085974	11.4946943697266	11.5957293828304	10.0815950433703	10.0709059826479	9.893594628476
RP1-78O14.1	11.3279035598909	11.2431804328331	11.2293004662808	10.4010387264883	10.2559557256172	10.1772962938029
CD68	11.167504655387	11.3148744092244	11.3757932997955	10.3604400179837	10.180061950795	10.234152824604
PRSS21	14.5309019176607	14.5426161210297	14.6040453136714	7.00068497924927	6.96037723252015	6.98958954376019
RCAN3AS	11.1267940293692	11.1272606299534	11.114826824817	10.1999648863067	10.5356517550765	10.5211319762079
ZNF271P	11.1023281303729	11.2135354984031	11.2033799454525	10.3990581425657	10.2804961993701	10.4245468719314
GAR1	10.7336497090498	10.8603383200977	10.9161768760099	10.8711520460119	10.6353185447206	10.6066550135971
DCAF15	10.4586652236474	10.5960780928499	10.6203323345296	11.0728492285939	10.977884192052	10.8957263087425
FAM46B	11.3322106273508	11.4492176794678	11.5661324703691	10.3291380684031	9.98733158476224	9.95526490237323
BLM	11.0916451110802	11.1012318860261	11.086578329264	10.5678110539906	10.3452795134897	10.4267273204757
RP11-537H15.3	10.8814383717277	10.9889469140014	10.8967278868228	10.6970753669895	10.6542017796927	10.4973731537768
ANKRD24	11.0401351706065	11.1466033432797	11.0680683259147	10.5660595845108	10.3966034909967	10.3938981237386
SLC35D1	10.3649441331658	10.3291380684031	10.2414190564608	11.4110677992628	10.8835147775462	11.3780389082593
IMMP2L	10.9994842991644	10.9838384107884	11.0171932618816	10.6407281484117	10.4546212852818	10.5083446356613
IGBP1P1	10.8921367152804	11.0140704886895	10.9660959668955	10.7570892226314	10.5298983256133	10.4432597363173
PDE7A	11.4287445547033	11.4410184416762	11.3850895053757	10.3522274828636	10.0383529792719	9.95451991683594
EXOSC9	10.6789594520225	10.927141753651	10.6339548724224	10.6854126002734	10.7197397413532	10.9541261677551
RAD54B	10.9024933625183	10.9515621819308	10.8656578005673	10.8487487358921	10.5982349497566	10.4321344459239
CENPJ	10.3112729523005	10.641383518807	10.5046370742961	10.9864644520967	11.0289747439243	11.1193287394122
XPO4	10.4148257718562	10.5390337465856	10.694140368875	11.015007204677	10.9579682268971	10.9686880468738
PRC1-AS1	12.7533048534184	11.1248654917917	10.8264718088453	9.19100814604916	9.71180911350354	10.9789868823282
LOC101060404	10.7242275527066	10.6812990982913	10.6432982095217	10.7906869206301	10.837675175142	10.9084234823203
RHNO1	10.6452074304163	10.6212451002646	10.4544518725744	11.2444592840903	10.5689067936155	11.0513370029138
CHST12	9.93458515994155	9.97084500619986	10.0621037406574	11.5850363485837	11.4384535810575	11.5911245272793
MFAP5	12.5486795912229	12.9721755277701	12.849690135156	8.66708041785632	8.59677315823541	8.94594692912349
RP11-373E16.3	10.8264718088453	10.7205729583316	10.9289932365877	10.7203934663161	10.5840412338593	10.7958268237491
SNORD3B-2	11.1034527947634	10.9665827485365	10.993989825467	10.493500669055	10.5934244180038	10.4243359498584
TRAF2	11.077859577488	11.0936634251114	11.3238412433477	10.2742618187217	10.391060490176	10.4145613382139
S100PBP	10.5470322138911	10.6189497869765	10.4520672144141	11.1226802518203	10.7994370321025	11.0321488272552
DLGAP4	9.89461817709307	10.0749727038623	10.0592718177003	11.6765228298389	11.4313777713226	11.4338874052766
RNF44	11.6206088444877	11.5004873482043	11.6092211333495	10.0252527127953	9.99093476691962	9.81971663800189
THAP1	10.3903429905906	10.6620386500508	10.4190299726175	11.2421375552696	11.0299707220904	10.8181078880907
AC113617.1	11.0583343042778	10.8159561592996	10.9537410520381	9.78771676521772	10.9533920237171	10.991236321631
TTC32	11.3458771266776	11.6150603458751	11.3716055502508	10.015737072535	10.235095191117	9.97231728832962
CTC-338M12.7	11.3551367461277	11.2878751826343	11.2261373974414	9.99758748894202	10.3386881034712	10.3485103961354
GRAMD2	10.7171796915075	10.6375178499267	10.7355075256968	10.9843355266132	10.7639609595133	10.7102703188771
CDKN2D	9.39159184458955	9.5347982380777	9.44420228823845	11.9552779889649	12.1522310236856	12.0678217803074
ATAD2B	10.7707446726312	10.7887714609212	10.9754518681787	10.8240060541222	10.4439517184107	10.7384579422362
SPIN4	10.6405057806339	10.5376269907369	10.141848523892	11.3289822097731	10.8464442294956	11.0445505031461
PIK3R3	10.5175043258336	10.4261846940896	10.5611567274682	11.2417319357248	10.956303453789	10.8328317156629
ARRDC2	10.764531955273	10.7205729583316	10.9170299447608	10.5986407165434	10.7603760196693	10.7711303189803
XRN1	10.5717828344882	10.8560273851848	10.5882512206014	10.9821572623503	10.6153551006473	10.9169683019778
TMEM187	10.971008344871	10.9639603870177	10.9892291833407	10.6489433734325	10.5730271102582	10.3824128834223
NARG2	10.2155999358857	10.3305407006686	10.3049667531923	11.4631341294713	11.0701674013051	11.1433117415727
NHEJ1	10.3178166262784	10.4985905202672	10.498885225684	11.2453386474338	10.777013603793	11.1879820573344
NRBF2	9.87414128314348	10.2268713236536	9.99160357101778	11.5806903421374	11.2963010073177	11.5514384468123
AC012146.7	11.3516908401649	11.4112315430335	11.4257243706828	10.191506097337	10.0884251172656	10.0519346218065
PLEKHO2	10.7158560431297	10.71198162456	10.7571301133257	10.6756333121343	10.8286108369564	10.8303166621178
WDR20	10.6166676028638	10.7345373813804	10.6189189982548	10.8708212868998	10.8687700514212	10.8059915773404
RP4-568F9.6	11.269313484761	11.435528929535	11.2954481689293	10.1653672085802	10.1632892052218	10.1652663052517
ATRN	10.5911567478501	10.5704053543618	10.6610142477201	10.8988966675004	11.0085602295411	10.7591748410246
CAMKK2	11.0894662801622	11.1213000672011	11.2303502834505	10.4709386631725	10.2858207327675	10.2881125153482
POLK	9.96743858908789	10.0682658643611	9.88154971082452	11.6120333558199	11.2524732180775	11.7041778314083
ZBTB11	10.9661440502284	11.0799302178175	10.9994842991644	10.6859563912555	10.4831198938735	10.2656027778599
FGF12	8.22403952377906	8.23066311188116	8.37634866399221	13.3297810313871	13.4134617238554	12.9033717748658
CRAMP1L	10.7759319996906	10.6978064881043	10.7927032039366	10.8419056076056	10.6333663385717	10.7337630659385
CARNS1	11.5111811462263	11.1410001303478	11.2056100700116	9.91264749167458	10.2396960737349	10.4652638276542
AGTPBP1	10.5535944515625	10.7244300841361	10.5192917201109	10.8954622823689	10.978658022897	10.8027135634511
PRKRIP1	10.2283734757469	10.247409277322	10.4406425332111	11.1354379834878	11.1811375329029	11.2395702427816
TOR2A	10.9213171745114	11.004316705992	11.0600164200332	10.6541016446456	10.4202227513903	10.4062275731781
COG8	10.9950183937043	10.90731352541	11.0180809413549	10.5068461825804	10.6220035606832	10.4163512053124
PID1	10.5805211652964	10.6585463458399	10.7677320544787	11.0024286221002	10.5129787340175	10.9381043062519
NPAP1	10.8759841601049	10.8799428923052	10.9986400895777	10.439142363929	10.5733300314144	10.6920261200869
RP11-727M10.1	11.336690916665	10.8909912448179	10.6512359159691	9.61933388030259	10.8282295838243	11.1299365504796
RP11-15B24.5	10.8921367152804	10.7998304014736	10.9537410520381	10.6513922571018	10.5376269907369	10.620483347176
SRCAP	11.1380657555076	11.0347571160208	11.1858983595776	10.4177472387759	10.2762500447737	10.3963635790829
BMP8A	10.9651463935248	11.0257709682272	11.0518828187435	10.1369720387185	10.6772501101049	10.5902464778656
TMCC1	10.3804035555534	10.400464468399	10.4073768137388	11.2090313431781	10.8907902021642	11.1544991011885
GALNS	10.2876899827854	10.4832523752847	10.3627012373249	11.1999389444967	11.0927535945654	11.0137890306427
TFAMP1	10.429532761106	10.6432236874016	10.3534141753343	11.2035868361188	10.8029004878096	11.0068343835613
NIN	10.2642314203522	10.1088600066316	10.3644994772711	11.2547189998147	11.074189402904	11.3698086758091
LINC00626	11.0012048233963	11.0480005932609	11.1301716658687	10.4989971499645	10.377551444322	10.3788905711949
AC006262.4	10.9269000951268	10.8651204218306	11.0016353377005	10.6435038793289	10.5003014668252	10.494781081149
UNC93B1	10.9597563611416	11.0507517029732	11.1517017704246	10.1215661444022	10.7363237475598	10.4114584630348
CTBP1-AS1	10.7924603554306	10.6981297289616	10.8373841206938	10.7921451297062	10.4220190585495	10.8846414440047
HSBP1L1	12.158283906703	12.4513476587959	12.2772588844851	9.40749931082343	9.14061079249095	8.98911449218945
UBE2QL1	10.5581862607397	10.7555655056436	10.7083276485383	10.174096194063	10.9608093430576	11.2638835529638
SLC30A1	11.4646864093063	11.3463307265335	11.470949198026	10.1005742479363	9.93493872922031	10.1022486063355
RP3-508I15.9	10.9754518681787	11.0158537017642	11.0817809450156	10.1668641449417	10.5513093858081	10.6265448737232
CPVL	10.6021177788139	10.7381029804041	10.5461696501874	10.7769216668125	10.7058593199846	11.0450969468332
RP4-657D16.6	11.2003562667337	11.0426860837071	11.1608003852964	9.71935529763084	10.6085916584146	10.6788576085809
CTD-3162L10.1	10.0661039517409	10.0277733723332	9.97759598467197	11.6472881421137	11.1499919402292	11.5401193161772
NES	6.91018940209456	6.85613085154518	7.08890701969306	14.6698701785137	14.6262661714388	14.2480973697366
ANKS3	10.8467733266458	10.9024933625183	10.9442844075471	10.6866435078386	10.3587892408656	10.6582306886505
GATS	11.0343446517341	11.1194958577	11.1538364633261	10.361922382279	10.4557755763484	10.2717104382261
FZR1	9.893594628476	9.87878531529738	9.88412900765853	11.601328135662	11.4148707344701	11.7184589581732
SPIN2A	11.0291510380093	11.1140144508865	11.0464587898672	10.5321528607634	10.3194895017885	10.349791572231
XPNPEP3	10.769972700255	10.6151147145953	10.718332162108	10.7542878278326	10.8260093302291	10.7036755223915
CCNE1	10.7385244300067	10.7254225413618	10.7668777468538	10.8978334173658	10.6951046779221	10.5631203097326
TUBD1	10.4347302286857	10.7254225413618	10.6270466439714	10.9222432426121	10.7873200649407	10.8864506711189
TRMT12	10.4161772383938	10.4371786597716	10.4569595633481	11.1305571952924	10.8364776284956	11.1029719329155
BPNT1	10.7951481798911	11.0595441186948	10.8622733448107	10.8773568648165	10.482095447614	10.2999743469411
ZNF777	10.4065926896658	10.3005296316015	10.4210921984924	11.2384535357488	10.9649069540473	11.0437704582014
CEP70	10.1025269352496	10.355517481329	10.2306954065117	11.2950496226303	11.0713318684529	11.3200822562812
GOLGA6A	11.3642967382003	11.1656465508284	11.2895467320511	9.9507890887238	10.4514384215285	10.1465665727901
RTF1	10.4439517184107	10.4559289217959	10.5293661068782	10.9024933625183	10.9530455187523	11.0826390055379
HOMER1	10.3135424664282	10.5139776341876	10.2594363208138	11.2025866412908	11.0614037889632	11.0149838073965
FAM210A	11.0615030154	11.1559323294355	11.0932238707323	10.2945746524597	10.4731849017994	10.2851647347574
SETDB1	10.7679175216121	10.7918703797655	10.918830904944	10.7515512950011	10.297476402019	10.8352828425034
REV3L	10.662576424141	10.4985905202672	10.8585469282841	10.8398060647186	10.8968795764554	10.601286202645
RBCK1	10.8386201082974	10.7192029835486	10.8736259840605	10.5986407165434	10.6433727277925	10.6840081942318
NIPBL-AS1	10.7158560431297	10.6689003747036	10.6329261395626	10.8936985138262	10.5545621112115	10.8885807968054
PDXDC2P	10.8554701574569	10.8528391373891	10.9404421575717	10.2406601389164	10.8159561592996	10.6463750155418
MSH5	10.8855352890722	10.6742530830671	10.7375162950794	10.8313067314948	10.5452501184731	10.6754064999988
AIFM2	9.74427658606515	9.86085025520353	9.90685134309949	11.5638030451472	11.5209621031131	11.7521657217429
LINC01305	10.863542450666	10.8497376306759	10.906056431681	10.8677817888667	10.4255759223561	10.4347302286857
RECQL4	11.0225906663048	10.9461517729127	11.2270236195871	10.4322045338955	10.4037737653816	10.3138486682146
KLF11	11.3498985182365	11.1152108968797	11.272822340181	10.3763587644069	10.1426076825572	10.085146552153
CDH13	9.2838356593403	9.44504676590203	9.39431360164869	12.3266341774316	11.9686028985317	11.921387428238
PF4	11.0230292162578	10.8120642636292	10.8282295838243	9.77369425819037	10.8471653293142	11.0531517513392
CTD-2013N17.4	10.8307599923849	10.8943651293324	10.7096870120468	10.5045906452835	10.6593555486218	10.7326788010179
FCN1	11.9770727727877	11.4729190947215	11.5596911242366	8.93005897810432	9.20043129610794	11.18948520525
RP11-345F18.1	10.9579111209692	10.8307599923849	10.7906869206301	10.5574466761961	10.6278403594101	10.5643902046296
C9orf156	11.1943202697699	11.3348336088875	11.290499386141	10.3159171950639	10.0642398084682	10.1284373491912
MICAL2	9.62073602387201	9.85791884254862	9.78540181545893	11.9205712551952	11.479608433793	11.662505667025
PDPR	10.0039718986828	9.85151617164336	10.0910087815416	11.375379668177	11.5896680774856	11.4149711267358
C10orf137	10.4756988079806	10.4777790027597	10.6659885303561	10.8240060541222	10.843901722081	11.0380473216416
ARMC7	10.1739813952489	10.2886337633017	10.3666135886344	11.2570497602747	11.1619352290742	11.0760143250593
USP8	11.0154653991838	11.1125574352219	11.0697712624985	10.2093686846214	10.6548858792266	10.2615566998489
ATXN1	10.0857834657943	9.81378509861768	9.91026606642509	11.6839044293853	11.6000312294984	11.2223215888664
PARP9	9.75522622069092	9.77243095550835	9.81299053967658	11.5447113862874	11.6958716212053	11.7303953413647
NAA15	11.0763518358808	11.1987261376729	11.0853669827881	10.5885826245079	10.1626723631768	10.1988493862218
AC006369.3	11.3922321281141	11.2866643808017	11.4455225585258	9.83356146852274	10.2317473076808	10.1200348678953
PTH2	10.981970880029	11.0283897542376	11.1316424285288	10.3771594202939	10.4234311944878	10.3665599864057
TRIM46	10.9238464736602	11.0535219895955	11.0706316147098	10.4230999234283	10.4455393004072	10.3917432973404
SLC35F6	10.6085463332195	10.5704053543618	10.6583044396245	10.9137011823807	10.79011926884	10.7544386957611
DLX2	11.0898824866	11.1901561909573	11.1818317728968	10.5847084463062	10.1210796107976	10.1265188623592
HR	12.4317087414865	12.464795219073	12.5235799101234	8.8303153380121	8.94034691060888	9.10049568505107
OXSM	10.2737421089639	10.6639956148965	10.3292943272516	11.1722101507023	10.9400243321438	10.9117075869313
RP11-321M21.4	9.8758317388681	9.77780325764884	9.91394114625666	11.6377050100969	11.5276608969056	11.5559528826451
ABR	9.68975910125516	9.56999850280803	9.90826304477691	11.5130638277373	11.8478195318383	11.7580271801831
RCAN3	10.5549307322889	10.7467373151937	10.7395078514223	10.7243530939435	10.8885807968054	10.6278403594101
PCCA	10.3004912390637	10.6852215072394	10.5718611396646	11.1619563605066	10.8832212944697	10.6770840609911
RP11-337C18.9	11.0588959993926	11.0884296556257	10.9702547122842	10.399909217827	10.3971671608365	10.3644994772711
PDE4DIP	8.10909049898059	8.11899665519841	8.39705169269712	13.0216692794067	13.3783248694736	13.2524072180764
QSOX2	10.7347317844177	10.71198162456	10.8612573494409	10.852233041656	10.5616892216208	10.5549307322889
AF186192.6	11.8706979683077	10.5425351332508	10.6085463332195	10.1808130596031	10.2657086631433	10.804393410343
C10orf88	9.94338459976242	10.1642668749022	10.0308919113809	11.48864090132	11.0927535945654	11.5517291018937
RP11-227H4.5	10.7974005490439	10.9928516650855	10.9797189901365	10.7231342617502	10.3264638879851	10.4500484905559
TAP2	10.5672637630792	10.6541016446456	10.7468045595807	10.9570245286086	10.5975817445738	10.7456201287934
PRR14L	10.6542017796927	10.6778096849913	10.803334889241	10.8029734241539	10.7130861906599	10.6134178575838
FAM171A1	8.78442843783697	8.86515030988277	8.82468417791486	12.7901685922167	12.3807545489757	12.6187327492597
LRRC14	10.9285035628219	10.9189932171121	11.0148974182442	10.4731849017994	10.4333758940378	10.4909264805681
RP11-25C19.3	11.2136310080598	11.0027372423817	11.2868074541663	9.30855294509496	10.7735066125735	10.6737758072426
PIK3CB	10.9016643624438	10.4244414147495	10.8551853737871	10.4955386511728	11.077036474007	10.5048475632365
RBL1	10.8118498792933	10.820753674527	10.9825493152986	10.4520328810681	10.8800632230911	10.3104570857319
HOXC13	11.4002110651396	11.479735329811	11.4343649807488	10.1683921176689	9.90066939000355	9.87335383556086
C2orf76	10.0903207265242	10.3488494753757	10.1802668498799	11.3382611848318	11.2672255588679	11.0257709682272
CTD-2336O2.1	9.97300988829007	9.94646317345593	9.95206639945143	11.5237784330144	11.5332570633121	11.3205708026478
RP11-417F21.2	11.2928074375162	11.241076725596	11.3787095566305	10.0815950433703	10.085146552153	10.1668641449417
LINC01121	11.0659104037935	11.0474536815423	11.0750764490042	10.4845093288965	10.297476402019	10.2691317696872
SHISA8	10.9435800239915	10.9982652881986	11.0811052221672	10.4605895547726	10.4492792240065	10.2977080688559
NUDT6	11.5861692561533	12.0600489114219	11.8449895037312	9.47152014753249	9.7213094474406	9.54335843316122
C16orf59	10.783236733477	10.6936534563303	10.834303767065	10.7656796929982	10.4904428175607	10.6558951988044
MNT	10.429532761106	10.4947141926157	10.2923250127963	11.1237109186543	10.9180540435435	10.9629245695369
ADO	10.3202650887825	10.3411095022522	10.3222732002689	11.034444803378	10.9925262222279	11.2073683628565
ATPAF2	10.4958332930489	10.5233461281232	10.4833434334252	10.7995762764646	10.9521921903424	10.9597563611416
PFDN1	10.4501496656244	10.3905223889567	10.4844086169557	10.9792395042188	11.1561056534675	10.7514346340381
C17orf80	9.89617081147686	9.99607924795766	10.0841138135157	11.8279263114807	11.2036563583257	11.2004934088536
UQCC	10.2133564397151	10.2764692705518	10.2441489340702	11.1347887786619	11.1993136019531	11.1380657555076
POU3F4	11.0548337903022	11.0049067651923	11.0102027638518	10.2492246542937	10.3538277308239	10.5281494573355
WDR47	10.1091820315428	10.0592718177003	10.2527266115729	11.3951779394994	11.2480237985568	11.1366965510461
CASK	10.9597563611416	10.9570245286086	11.0423342487388	10.3304900853818	10.5551580792037	10.3561993926632
C6orf211	10.5679377926089	10.6122226335505	10.65018811272	10.7721833877419	10.8126188763307	10.7855415162045
FNIP1	10.7625183409976	10.6819267318778	10.6645205911643	10.8636580423929	10.6923242511554	10.5348695228346
RP4-749H3.2	10.6574699493206	10.9123632950606	10.661322388723	10.8072017406907	10.5718611396646	10.5823975950691
OR10H2	11.8676840983416	10.5261054570514	10.5678744246915	9.64077686385389	10.5861636043284	10.9945378634947
STXBP5	10.3940351399633	10.4118409187546	10.5313707437543	11.1270313117371	10.8498143241486	10.8676043403969
TBC1D25	11.1145061655549	11.1084119067112	11.284172764525	10.2055427893583	10.182584278885	10.2827749556276
ABCC5	10.1739813952489	10.1369720387185	10.4713263969752	11.0387555505373	11.13735488642	11.2186425200329
APPL2	10.5461696501874	10.6585463458399	10.5631203097326	10.7635337618904	10.7913051092663	10.8539686668037
CDC42BPB	10.5744487050212	10.7395078514223	10.8677817888667	10.7598686086682	10.6626934104945	10.5717828344882
NFRKB	10.9365433207449	10.7845722448791	10.8943651293324	10.5921608333599	10.7014519028378	10.2650113938607
HBEGF	10.2785071220845	10.4065926896658	10.2267319979937	11.2120334838723	10.7836217897383	11.2610204302113
WDFY3	9.629093371511	9.51702695610444	9.7599785288232	12.0167377525994	11.6477877120489	11.5952293726357
YAF2	10.993989825467	11.0127745564522	11.0615030154	10.2517101769077	10.3274731458389	10.5165516484699
KLHDC8B	11.0450969468332	11.1029500667611	11.0986570976898	10.3681375280208	10.3748217195177	10.1722262834523
CPNE6	11.1145061655549	11.0922847005663	11.0531517513392	10.3805290471089	10.2919798653448	10.2284700605929
SLC25A29	10.6778096849913	10.7906869206301	10.8998291614477	10.5144218901516	10.5847084463062	10.6925983773985
STK17A	10.238750418039	10.3276846892626	10.3942837523499	11.2574556128987	11.0672848388889	10.8743740719983
TACR1	11.1029500667611	10.8386201082974	10.8474560665442	10.1673982980795	10.6553854100021	10.5424122160174
CLK4	10.4892124249246	10.6742530830671	10.5110820554825	11.0414876855605	10.8758348686841	10.5567252772087
GFOD2	10.1610239690343	10.2047319527882	10.3255527716607	11.116587558791	11.2868074541663	11.0507517029732
AC004895.4	11.5893850791704	11.5406224548574	11.7038198415817	9.84976185095809	9.79334400384934	9.66812582249
PI4KB	10.628570062828	10.4492792240065	10.7162476785562	11.0923767718617	10.7520931181925	10.5062663098767
C10orf114	10.7514346340381	10.8832212944697	10.9151885823431	10.4090968845699	10.6124743819692	10.5708875807084
LOC728024	10.2468965762674	10.1346380546964	10.3487583278897	11.2858440868463	11.1078859941881	11.0168910776942
UFL1	10.4969917160684	10.5847710792094	10.498885225684	10.7482030022405	11.0621630335695	10.7494686994355
CTC-537E7.1	11.2877071074512	11.1220373250317	11.0932238707323	9.14307480651474	10.732545309544	10.7591748410246
RAP1GAP	11.3192141967418	11.2366511124985	11.3426420623077	9.84976185095809	10.155970615239	10.2275102461876
RP4-777O23.2	12.115963960886	10.6661367293949	10.1984103535306	8.97002247185135	10.8313067314948	11.3476092368137
TYW3	10.628570062828	10.8518907943978	10.772842152161	10.8019740245273	10.5176298399354	10.5553684972623
FAM172BP	10.9285035628219	10.9987220025631	11.0583343042778	10.3858278370066	10.4182525640278	10.33848644186
RP11-175O19.4	9.57817183815841	9.6266932032088	9.44420228823845	12.1764041522352	11.6918583892997	11.6093435101517
RP11-488I20.3	10.7044864684466	10.6388337734697	10.8353091661781	10.1829205342555	10.9278563170078	10.8362469922504
RP11-186B7.7	11.0474536815423	10.8640178584076	11.0673942275394	9.95206639945143	10.5873534631423	10.5982349497566
CLK2P	10.5633096443944	10.620483347176	10.6166676028638	10.7222709978451	10.7913051092663	10.8015678698151
GOLGA6L9	10.3099641638616	10.5212305974416	10.4406425332111	10.7363237475598	11.1366965510461	10.9700840739399
ECHDC2	11.1551341205696	11.2359066021356	11.1674036105537	10.1027617671134	10.2939651027487	10.1561172283072
ABHD15	9.98214974772885	10.1066037425115	9.9785509631416	11.3627791499434	11.5696270802301	11.1087354781827
DNAJC19	10.0011675671372	10.0043075405558	9.86822488728103	11.456376215469	11.1843586972628	11.592192541008
HOXA-AS3	11.5656054583265	11.2340922619619	11.086578329264	9.89681766821412	10.1571627530149	10.1611703520292
SLC25A30	9.75054113949789	9.76119288011343	9.93458515994155	11.7050764860418	11.3513766280481	11.5974185283337
ZNF480	9.80084659256674	10.0204865161948	9.944768571031	11.6290863079516	11.3390356271114	11.3652368951616
AP000235.3	11.6031079429584	11.8879132873281	11.4616589802801	9.0957131528821	10.0285597306368	10.0224801239223
FKRP	10.084351959719	10.1398710104234	10.0241982633791	11.5258097507193	11.1520563057913	11.1696795802192
ZNF7	10.9258103024522	11.1927217837391	11.0682727144296	10.3411095022522	10.3024099002371	10.2621328660905
RP11-236J17.6	11.0137890306427	11.0753314296975	11.036765727304	10.4878363205865	10.2714198734412	10.2035096002469
NAA30	10.7385244300067	10.6174033293702	10.7762532447024	10.7691249171467	10.6560510359388	10.5302129306541
HMGB1	10.2377602033295	10.3955965030061	10.3499000279312	11.3016338124659	10.7853204747331	11.0149838073965
IFT172	10.1448934983867	10.0344241300936	10.2239154057533	11.3309515789188	11.157993009464	11.1921732881953
RP3-428L16.2	7.06682736123731	7.32255751706947	7.13853642155912	14.1350658876854	14.3487045258496	14.0694765052624
HERPUD2	10.0355011581609	10.2764692705518	10.0008992478635	11.360792314761	11.0971736617831	11.3076056395186
MPHOSPH9	10.5227515492055	10.6280235341722	10.6438078095379	10.7553784436636	10.7029997458202	10.8254420335886
CRELD1	10.2070329994178	10.1155348759723	10.2934148210533	11.0967790267506	11.3236136634538	11.0364734021723
RP11-465K1.2	11.1943202697699	10.934233193974	11.2321355363496	9.48496327350598	10.7241020005443	10.5008545210878
NME6	10.6574699493206	10.7171796915075	10.9078399637961	10.6294570890425	10.3735227966841	10.7830722438049
