gene	mRNAs	cor	p.value
CTD-2366F13.1	ACBD7	0.233738579477294	0.117956546058109
CTD-2366F13.1	ACCS	-0.162185889606695	0.281536072159681
CTD-2366F13.1	ACD	0.218854471929849	0.143940083827413
CTD-2366F13.1	ACE2	0.0433672628386413	0.774747099759201
CTD-2366F13.1	ACER2	0.127309123775758	0.399156749420787
CTD-2366F13.1	ACER3	0.0153260841397721	0.919477624614117
CTD-2366F13.1	ACHE	0.271198393570564	0.0682926918183057
CTD-2366F13.1	ACIN1	-0.0175621626118151	0.907776818175885
CTD-2366F13.1	ACKR2	0.0835359879830518	0.580987689185308
CTD-2366F13.1	ACKR3	-0.0347303444009345	0.818760749740997
CTD-2366F13.1	ACKR4	0.0474252822124475	0.754297388744122
CTD-2366F13.1	ACLY	-0.110824144628318	0.463422201589468
CTD-2366F13.1	ACMSD	0.0333744342290337	0.825724561612776
CTD-2366F13.1	ACO1	0.0357515794288684	0.813524861710309
CTD-2366F13.1	ACO2	0.426041430545015	0.00315583712913645
CTD-2366F13.1	ACOT1	0.243194846802176	0.103400001516777
CTD-2366F13.1	ACOT11	0.125099805558583	0.407455722603876
CTD-2366F13.1	ACOT12	-0.0870348484119857	0.565191948366786
CTD-2366F13.1	ACOT13	-0.0739581380651855	0.625214249184361
CTD-2366F13.1	ACOT2	0.0785406132049059	0.603878511846096
CTD-2366F13.1	ACOT4	0.171791558934021	0.253623129402962
CTD-2366F13.1	ACOT6	0.0538746783354026	0.722141354764239
CTD-2366F13.1	ACOT7	0.178931346012436	0.234123263526109
CTD-2366F13.1	ACOT8	0.0631421793675899	0.676764846794242
CTD-2366F13.1	ACOT9	-0.238406016759535	0.110589045825151
CTD-2366F13.1	ACOX1	-0.21108047483066	0.159089187010841
CTD-2366F13.1	ACOX2	-0.0898832705133028	0.552481731778074
CTD-2366F13.1	ACOX3	-0.120506719325169	0.425023283467065
CTD-2366F13.1	ACOXL	-0.133424810699302	0.376702396093783
CTD-2366F13.1	ACP1	0.170481252602324	0.257316931476896
CTD-2366F13.1	ACP2	-0.074390910447669	0.623185903672335
CTD-2366F13.1	ACP5	-0.244905909481204	0.100920206218873
CTD-2366F13.1	ACP6	-0.257999043852265	0.0834303004374565
CTD-2366F13.1	ACR	0.109296619878058	0.469645725939989
CTD-2366F13.1	ACRBP	-0.134186078365169	0.373961011075384
CTD-2366F13.1	ACRV1	0.0844265364378225	0.576948400123596
CTD-2366F13.1	ACSBG1	0.180967302984485	0.228755990255221
CTD-2366F13.1	ACSBG2	-0.0228523263754198	0.880175972705746
CTD-2366F13.1	ACSF2	-0.181547919155711	0.227240971325625
CTD-2366F13.1	ACSF3	-0.198439919659716	0.186155765576604
CTD-2366F13.1	ACSL1	-0.156034192036417	0.300430584269307
CTD-2366F13.1	ACSL3	-0.0449964818761286	0.766517924730379
CTD-2366F13.1	ACSL4	0.174190878936013	0.246952131901188
CTD-2366F13.1	ACSL5	-0.0870893021868447	0.564947698419689
CTD-2366F13.1	ACSL6	0.556954126409843	5.81935303965862e-05
CTD-2366F13.1	ACSM1	0.115950300217335	0.442864918468643
CTD-2366F13.1	ACSM3	-0.246656175945881	0.0984311798426829
CTD-2366F13.1	ACSM5	0.20607876257216	0.169432661452399
CTD-2366F13.1	ACSS1	0.183834571375039	0.221341556897206
CTD-2366F13.1	ACSS2	-0.0785541416374692	0.603815994073004
CTD-2366F13.1	ACSS3	-0.0819373235911145	0.588270673308466
CTD-2366F13.1	ACTA1	0.0270622109848809	0.858309755180029
CTD-2366F13.1	ACTA2	-0.221699004046929	0.138672737374197
CTD-2366F13.1	ACTB	-0.301232507400925	0.0419157805374367
CTD-2366F13.1	ACTC1	0.0515204559572854	0.733827747304721
CTD-2366F13.1	ACTG1	-0.223448031963783	0.135505949080536
CTD-2366F13.1	ACTG2	-0.141225932432385	0.349178367606067
CTD-2366F13.1	ACTL10	-0.299626578261197	0.043075133974139
CTD-2366F13.1	ACTL6A	-0.282871841441735	0.0568011113465849
CTD-2366F13.1	ACTL6B	0.571430351404657	3.35751841560145e-05
CTD-2366F13.1	ACTL8	-0.0193072277091768	0.898658631764729
CTD-2366F13.1	ACTN1	-0.230455771388901	0.123357013474307
CTD-2366F13.1	ACTN2	-0.0542221189778297	0.720421869619831
CTD-2366F13.1	ACTN3	0.0733979093270237	0.62784403807105
CTD-2366F13.1	ACTN4	-0.227802185485495	0.127856902342577
CTD-2366F13.1	ACTR10	-0.0499235541250645	0.741789003047808
CTD-2366F13.1	ACTR1A	0.0986884849203059	0.514070214995987
CTD-2366F13.1	ACTR1B	0.326681157818438	0.0267003440827583
CTD-2366F13.1	ACTR2	-0.0381516799180615	0.801251518106284
CTD-2366F13.1	ACTR3	-0.143624987718928	0.340968553646816
CTD-2366F13.1	ACTR3B	0.284173422636914	0.0556224204070391
CTD-2366F13.1	ACTR3C	0.313117151991593	0.0341055388469944
CTD-2366F13.1	ACTR5	-0.171925392537271	0.253247864051146
CTD-2366F13.1	ACTR6	0.30502408627411	0.0392794740224736
CTD-2366F13.1	ACTR8	-0.220507342567276	0.14086166453477
CTD-2366F13.1	ACTRT3	0.0662195135348444	0.661935148075787
CTD-2366F13.1	ACVR1	0.0523526977175321	0.729689523579545
CTD-2366F13.1	ACVR1B	0.387397418123229	0.00781637668570611
CTD-2366F13.1	ACVR1C	0.352204243682365	0.0163725459904125
CTD-2366F13.1	ACVR2A	0.00343635426819931	0.981917392199237
CTD-2366F13.1	ACVR2B	-0.00316937132950311	0.983322090292473
CTD-2366F13.1	ACVRL1	-0.274506871919316	0.0648629688427338
CTD-2366F13.1	ACY1	-0.057407167564164	0.704723588556841
CTD-2366F13.1	ACY3	0.105415901597556	0.485655347658665
CTD-2366F13.1	ACYP1	-0.0871029097540743	0.564886669945604
CTD-2366F13.1	ACYP2	0.410933103891146	0.00455564004429332
CTD-2366F13.1	AD000671.6	-0.31106289207652	0.0353623391627249
CTD-2366F13.1	ADA	-0.169486044255358	0.260146423238936
CTD-2366F13.1	ADAD2	0.113962504093737	0.450776130348886
CTD-2366F13.1	ADAL	0.124100328044617	0.411242490348346
CTD-2366F13.1	ADAM10	-0.0176282022460631	0.907431531574026
CTD-2366F13.1	ADAM11	0.362848778986001	0.0131994756000945
CTD-2366F13.1	ADAM12	-0.228219306988903	0.127141511062925
CTD-2366F13.1	ADAM15	-0.157961893865655	0.2944240456766
CTD-2366F13.1	ADAM17	-0.0224647381800324	0.882193808731565
CTD-2366F13.1	ADAM19	-0.239842431886814	0.108393805494438
CTD-2366F13.1	ADAM20	0.015331200831715	0.919450830148279
CTD-2366F13.1	ADAM21	0.114543972620284	0.448453991626054
CTD-2366F13.1	ADAM22	0.297063295165997	0.0449797188848199
CTD-2366F13.1	ADAM23	0.0745359400832053	0.622506785360895
CTD-2366F13.1	ADAM28	0.00196015106692805	0.989684818056315
CTD-2366F13.1	ADAM29	0.102693866294262	0.497052675621363
CTD-2366F13.1	ADAM32	-0.359478693872	0.0141417732047946
CTD-2366F13.1	ADAM33	-0.094759600830121	0.531042291919129
CTD-2366F13.1	ADAM8	-0.122416330548076	0.417668137247823
CTD-2366F13.1	ADAM9	-0.197969433130538	0.187222930266937
CTD-2366F13.1	ADAMDEC1	-0.0518263390564972	0.732305904800503
CTD-2366F13.1	ADAMTS1	-0.216376834157935	0.148647467209427
CTD-2366F13.1	ADAMTS10	0.0748413633651562	0.621077619300175
CTD-2366F13.1	ADAMTS12	-0.0520905751150562	0.730992083860163
CTD-2366F13.1	ADAMTS13	0.120230926229641	0.426091542564694
CTD-2366F13.1	ADAMTS14	-0.0816996231281147	0.589357026012834
CTD-2366F13.1	ADAMTS15	-0.222002799630723	0.13811877248357
CTD-2366F13.1	ADAMTS16	-0.162001751985282	0.282090072265365
CTD-2366F13.1	ADAMTS17	0.0687730970305905	0.649725565883532
CTD-2366F13.1	ADAMTS18	-0.0844756410299924	0.576726047095131
CTD-2366F13.1	ADAMTS19	0.52918911930591	0.00015604330275587
CTD-2366F13.1	ADAMTS2	-0.00999899412315989	0.947416259764764
CTD-2366F13.1	ADAMTS20	0.0178332639771955	0.906359479272948
CTD-2366F13.1	ADAMTS3	-0.0155198572363439	0.918462959280642
CTD-2366F13.1	ADAMTS4	-0.279150585096261	0.0602820181678475
CTD-2366F13.1	ADAMTS5	0.274664256605066	0.0647032998739302
CTD-2366F13.1	ADAMTS6	0.0259370720579291	0.864144172887553
CTD-2366F13.1	ADAMTS7	-0.215929136743845	0.149510035849668
CTD-2366F13.1	ADAMTS8	0.0263845502522933	0.861822896376528
CTD-2366F13.1	ADAMTS9	-0.153522608822642	0.308373876289478
CTD-2366F13.1	ADAMTSL1	-0.130536483798447	0.387211849020266
CTD-2366F13.1	ADAMTSL2	0.353995703955504	0.0157972021831502
CTD-2366F13.1	ADAMTSL3	0.273791482317966	0.0655927006608003
CTD-2366F13.1	ADAMTSL4	-0.139318677372533	0.355790881729554
CTD-2366F13.1	ADAMTSL5	0.195667691026896	0.192506650584912
CTD-2366F13.1	ADAP1	0.143583497492459	0.341109515110137
CTD-2366F13.1	ADAP2	-0.109225446169072	0.469936788945614
CTD-2366F13.1	ADAR	0.0593593878500302	0.695160787626351
CTD-2366F13.1	ADARB1	0.159103872853868	0.290902665035753
CTD-2366F13.1	ADARB2	0.206866592224826	0.167771932977498
CTD-2366F13.1	ADAT1	-0.128830319643421	0.393500151552799
CTD-2366F13.1	ADAT2	-0.0810621781403332	0.592274714951956
CTD-2366F13.1	ADAT3	-0.385909857119528	0.00807749378567757
CTD-2366F13.1	ADCK1	0.0675674043641484	0.655479339808094
CTD-2366F13.1	ADCK2	-0.0386427725305034	0.79874595110833
CTD-2366F13.1	ADCK5	0.0422038408081176	0.780638582606004
CTD-2366F13.1	ADCY1	0.138289477177596	0.35939060619912
CTD-2366F13.1	ADCY10	0.00927420812986221	0.951223071916692
CTD-2366F13.1	ADCY2	0.286722473792475	0.0533710499253206
CTD-2366F13.1	ADCY3	0.0329084280715987	0.828121008603108
CTD-2366F13.1	ADCY4	-0.0582142744901681	0.700764472379586
CTD-2366F13.1	ADCY5	0.480142627532592	0.00073312863995088
CTD-2366F13.1	ADCY6	-0.0395885342940482	0.793926303768904
CTD-2366F13.1	ADCY7	0.0788677483890379	0.602367538049183
CTD-2366F13.1	ADCY8	0.269539655452876	0.0700655665560694
CTD-2366F13.1	ADCY9	0.0643457985536522	0.670949793433343
CTD-2366F13.1	ADCYAP1	0.0765071440206465	0.613307324146253
CTD-2366F13.1	ADCYAP1R1	0.3812661637551	0.00894168761464568
CTD-2366F13.1	ADD1	-0.00425525671709356	0.977609192761614
CTD-2366F13.1	ADD2	0.227735821046452	0.127970999874492
CTD-2366F13.1	ADD3	0.295623466169316	0.0460792621925309
CTD-2366F13.1	ADH1B	0.123634716326599	0.413013438246929
CTD-2366F13.1	ADH1C	-0.194446075820465	0.195353492077969
CTD-2366F13.1	ADH5	-0.0961083423519825	0.525185188041361
CTD-2366F13.1	ADHFE1	0.46783753154515	0.00104366486281906
CTD-2366F13.1	ADI1	0.267191626157866	0.072637275610383
CTD-2366F13.1	ADIG	0.0791553275179181	0.601040625849649
CTD-2366F13.1	ADIPOR1	-0.0525046913714201	0.728934569248235
CTD-2366F13.1	ADIPOR2	0.0978481982760512	0.517677060895162
CTD-2366F13.1	ADIRF	-0.0287253024920781	0.849699533963196
CTD-2366F13.1	ADK	0.00790482969311434	0.958418359937356
CTD-2366F13.1	ADM	-0.269926665408099	0.069648700710295
CTD-2366F13.1	ADM2	-0.301792386552988	0.041517635731292
CTD-2366F13.1	ADM5	-0.220291937274737	0.141260057423185
CTD-2366F13.1	ADNP	-0.120663443580699	0.424416900204842
CTD-2366F13.1	ADNP2	-0.0758079248714665	0.61656390050967
CTD-2366F13.1	ADO	0.0961926610464616	0.524820085064892
CTD-2366F13.1	ADORA1	-0.0342487459154529	0.821232637777514
CTD-2366F13.1	ADORA2A	0.0280530566285254	0.853177885733147
CTD-2366F13.1	ADORA2B	0.0369747890503421	0.807264038910494
CTD-2366F13.1	ADORA3	-0.21655055525609	0.148313752444306
CTD-2366F13.1	ADPGK	-0.280996823004823	0.0585342785666902
CTD-2366F13.1	ADPRH	-0.198003527458087	0.18714545075243
CTD-2366F13.1	ADPRHL1	0.282555136749989	0.0570909274865667
CTD-2366F13.1	ADPRM	-0.0582019109278056	0.700825060759764
CTD-2366F13.1	ADRA1A	0.209087923836309	0.163153015446886
CTD-2366F13.1	ADRA1B	0.383088269362635	0.00859353434529024
CTD-2366F13.1	ADRA1D	0.249069888758494	0.0950766381695567
CTD-2366F13.1	ADRA2A	0.254375887468847	0.0880136432854739
CTD-2366F13.1	ADRA2B	-0.158525826615245	0.29268168266458
CTD-2366F13.1	ADRA2C	0.119467764073822	0.429055449899991
CTD-2366F13.1	ADRB1	0.325340206851857	0.0273668721297397
CTD-2366F13.1	ADRB2	0.0649954564187242	0.667818958140876
CTD-2366F13.1	ADRB3	0.0890843367296173	0.556033028950345
CTD-2366F13.1	ADRM1	-0.274356259000481	0.0650160614447791
CTD-2366F13.1	ADSL	-0.199297592880212	0.184221559253433
CTD-2366F13.1	ADTRP	0.0330762781880442	0.827257656460493
CTD-2366F13.1	AEBP1	-0.184163929576645	0.220500647444734
CTD-2366F13.1	AEBP2	0.0430722609368468	0.776239797326827
CTD-2366F13.1	AEN	0.119555070577189	0.42871579100178
CTD-2366F13.1	AFAP1	0.035892847164765	0.812801207352123
CTD-2366F13.1	AFAP1L1	-0.0978322986110617	0.517745430257375
CTD-2366F13.1	AFAP1L2	0.189083755480045	0.208202154868362
CTD-2366F13.1	AFF1	-0.0291600082860281	0.847451766674718
CTD-2366F13.1	AFF2	0.348775346268082	0.0175234083906637
CTD-2366F13.1	AFF3	0.276300174383861	0.0630621125772137
CTD-2366F13.1	AFF4	-0.0137055146940342	0.927968310891675
CTD-2366F13.1	AFG3L2	0.0621391548974871	0.681625036863694
CTD-2366F13.1	AFMID	-0.0358614423115032	0.812962067703457
CTD-2366F13.1	AFP	-0.179848548402046	0.231694731854186
CTD-2366F13.1	AFTPH	0.187803164711687	0.211356095058728
CTD-2366F13.1	AGA	0.0836404239474243	0.580513334898679
CTD-2366F13.1	AGAP1	0.0470697715865434	0.756082517394447
CTD-2366F13.1	AGAP2	0.179925961936838	0.231490552689972
CTD-2366F13.1	AGAP3	0.198689641239166	0.185591109787205
CTD-2366F13.1	AGAP4	0.241771367611315	0.105498418141952
CTD-2366F13.1	AGAP5	0.138535448494622	0.358528295980249
CTD-2366F13.1	AGAP6	0.0649007004238309	0.668275260913066
CTD-2366F13.1	AGAP9	-0.0951438442005356	0.529370406909794
CTD-2366F13.1	AGBL2	0.0563860126595249	0.709743753814746
CTD-2366F13.1	AGBL3	0.0619691870511485	0.68244989395929
CTD-2366F13.1	AGBL4	0.308856637166692	0.0367543666787737
CTD-2366F13.1	AGBL5	-0.247934755596246	0.0966430447199245
CTD-2366F13.1	AGER	-0.190326885831694	0.205172127766104
CTD-2366F13.1	AGFG1	-0.0132417549614512	0.930399597099732
CTD-2366F13.1	AGFG2	0.127617927107512	0.398004652786465
CTD-2366F13.1	AGGF1	0.0871061413169183	0.564872177183948
CTD-2366F13.1	AGK	0.0223828202803202	0.88262037922939
CTD-2366F13.1	AGL	0.040619864087965	0.788679248860696
CTD-2366F13.1	AGMAT	0.0538783664106121	0.722123095329459
CTD-2366F13.1	AGMO	0.0165667127353661	0.912983506042767
CTD-2366F13.1	AGO1	0.00434606646289288	0.977131484449798
CTD-2366F13.1	AGO2	-0.145849993940491	0.333461977836683
CTD-2366F13.1	AGO3	-0.0485895489733188	0.748460157009363
CTD-2366F13.1	AGO4	-0.132356997353072	0.380567779657537
CTD-2366F13.1	AGPAT1	0.025127008483867	0.868349215458663
CTD-2366F13.1	AGPAT2	-0.320068636257096	0.0301229218707352
CTD-2366F13.1	AGPAT3	0.195701358342447	0.19242861167121
CTD-2366F13.1	AGPAT4	-0.20176133028617	0.178745379325944
CTD-2366F13.1	AGPAT5	-0.089356820330877	0.55482061938575
CTD-2366F13.1	AGPS	-0.0172505960321298	0.909406062260566
CTD-2366F13.1	AGRN	-0.200733292275507	0.181016021885666
CTD-2366F13.1	AGRP	-0.0479645153438715	0.75159215287015
CTD-2366F13.1	AGT	0.11173830225602	0.459719021988514
CTD-2366F13.1	AGTPBP1	0.195569442893645	0.192734512526416
CTD-2366F13.1	AGTR1	-0.0567331016519633	0.708036029718727
CTD-2366F13.1	AGTRAP	-0.407833916071662	0.00490200872652599
CTD-2366F13.1	AHCTF1	-0.048333090892508	0.749744767409623
CTD-2366F13.1	AHCY	-0.176942434256009	0.239449081722013
CTD-2366F13.1	AHCYL1	0.218066679143602	0.145424724481737
CTD-2366F13.1	AHCYL2	0.103136504139467	0.495190007254068
CTD-2366F13.1	AHDC1	0.161751720370452	0.282843464159909
CTD-2366F13.1	AHI1	-0.0764955767121885	0.613361138614055
CTD-2366F13.1	AHNAK	0.0571126656772677	0.70617014570709
CTD-2366F13.1	AHNAK2	-0.161843332572218	0.282567266847148
CTD-2366F13.1	AHR	-0.0872314309881528	0.56431041708622
CTD-2366F13.1	AHRR	-0.00444435504657656	0.976614442339919
CTD-2366F13.1	AHSA1	0.0146405621134249	0.923068268861103
CTD-2366F13.1	AHSG	0.12721106197434	0.39952300749879
CTD-2366F13.1	AIDA	-0.159457601175418	0.28981748738215
CTD-2366F13.1	AIF1	-0.336591443748112	0.0221819528813547
CTD-2366F13.1	AIF1L	-0.00723395064084864	0.961944668875709
CTD-2366F13.1	AIFM1	-0.157726018581994	0.29515480796029
CTD-2366F13.1	AIFM2	0.0803070586936239	0.595739272614137
CTD-2366F13.1	AIFM3	0.131865230586447	0.382355810266275
CTD-2366F13.1	AIG1	0.428819133396663	0.00294449275359844
CTD-2366F13.1	AIM2	-0.0179532686470948	0.905732177235664
CTD-2366F13.1	AIMP1	-0.11294490030168	0.454855777781189
CTD-2366F13.1	AIMP2	0.0179636141377792	0.905678100765088
CTD-2366F13.1	AIP	0.14590544169237	0.333276236818104
CTD-2366F13.1	AIRE	0.0301771443433516	0.842197090264573
CTD-2366F13.1	AJAP1	0.434243884111554	0.00256739291359327
CTD-2366F13.1	AJUBA	-0.224357570923816	0.133880606138991
CTD-2366F13.1	AK1	0.0344885819768806	0.820001421647373
