fromNode	toNode	weight	direction	fromAltName	toAltName
AP000253.1	CTB-75G16.3	0.0838089963303617	undirected	AP000253.1	CTB-75G16.3
AP000253.1	DIRC3	0.0528390274806491	undirected	AP000253.1	DIRC3
AP000253.1	FAM222A-AS1	0.100626377401221	undirected	AP000253.1	FAM222A-AS1
AP000253.1	FGF14-IT1	0.0396257688178475	undirected	AP000253.1	FGF14-IT1
AP000253.1	INHBA-AS1	0.0449533031354617	undirected	AP000253.1	INHBA-AS1
AP000253.1	LINC00173	0.0806657276658112	undirected	AP000253.1	LINC00173
AP000253.1	LINC00319	0.0295051909467114	undirected	AP000253.1	LINC00319
AP000253.1	LINC00870	0.0226051923488698	undirected	AP000253.1	LINC00870
AP000253.1	LINC01013	0.0319594836034232	undirected	AP000253.1	LINC01013
AP000253.1	MORF4L2-AS1	0.0418329343228356	undirected	AP000253.1	MORF4L2-AS1
AP000253.1	MRPL23-AS1	0.0523089259896633	undirected	AP000253.1	MRPL23-AS1
AP000253.1	RP11-114H20.1	0.0849806178985051	undirected	AP000253.1	RP11-114H20.1
AP000253.1	RP11-13J10.1	0.031420374752486	undirected	AP000253.1	RP11-13J10.1
AP000253.1	RP11-16N11.2	0.0414042136510356	undirected	AP000253.1	RP11-16N11.2
AP000253.1	RP11-182J1.13	0.0277011641904605	undirected	AP000253.1	RP11-182J1.13
AP000253.1	RP11-307O13.1	0.0354819727847646	undirected	AP000253.1	RP11-307O13.1
AP000253.1	RP11-363G10.2	0.0849806178985051	undirected	AP000253.1	RP11-363G10.2
AP000253.1	RP11-403B2.7	0.0240829984820718	undirected	AP000253.1	RP11-403B2.7
AP000253.1	RP11-521O16.1	0.0380701110943245	undirected	AP000253.1	RP11-521O16.1
AP000253.1	RP11-546J1.1	0.0282627464445135	undirected	AP000253.1	RP11-546J1.1
AP000253.1	RP11-556N21.1	0.0801239159039816	undirected	AP000253.1	RP11-556N21.1
AP000253.1	RP11-598F7.4	0.034623272311237	undirected	AP000253.1	RP11-598F7.4
AP000253.1	RP11-727A23.5	0.0417894858227264	undirected	AP000253.1	RP11-727A23.5
